1554651105.996308419, user pressed, u
1554651620.740047294, face tracking ,off
1554651624.243578794, reeti turn to, 1
1554651624.743722508, rand_num=3
1554651624.831917692, show, u ,on, 1
1554651625.488608103, user pressed, u
1554651626.991788113, face tracking ,off
1554651630.495940385, reeti turn to, 0
1554651630.996081077, rand_num=3
1554651631.079288043, show, u ,on, 1
1554651631.579396616, user pressed, u
1554651633.082927690, face tracking ,off
1554651636.588587216, reeti turn to, 1
1554651637.088757361, rand_num=2
1554651637.179782369, show, v ,on, 0
1554651637.823088021, user pressed, v
1554651639.325910042, face tracking ,off
1554651642.829383154, reeti turn to, 0
1554651643.330064061, rand_num=3
1554651643.429764180, show, u ,on, 1
1554651643.998561919, user pressed, u
1554651645.504904827, face tracking ,off
1554651649.007764883, reeti turn to, 1
1554651649.507889182, rand_num=1
1554651649.580216532, show, u ,on, 0
1554651650.101712155, user pressed, u
