1555351486.356883209, user pressed, v
1555352285.111229424, face tracking ,on,
1555352288.614500708, reeti turn to, 0
1555352289.114668924, rand_num=1
1555352289.169276366, show, u ,on, 0
1555352289.695842273, user pressed, u
1555352291.202042258, face tracking ,on,
1555352294.704703220, reeti turn to, 0
1555352295.204777594, rand_num=3
1555352295.269041281, show, u ,on, 1
1555352296.157933379, user pressed, u
1555352297.663418753, face tracking ,on,
1555352301.166695721, reeti turn to, 0
1555352301.666840393, rand_num=3
1555352301.769633643, show, u ,on, 1
1555352302.423273382, user pressed, u
1555352339.477823547, exp1 f mode
1555352339.977984331, face tracking ,off
1555352343.482286800, reeti turn to, 1
1555352343.982469883, rand_num=4
1555352344.070092984, show, v ,on, 1
1555352344.862117855, user pressed, v
1555352346.364935153, face tracking ,off
1555352349.867742173, reeti turn to, 1
1555352350.367885055, rand_num=4
1555352350.468637890, show, v ,on, 1
1555352351.339274092, user pressed, v
1555352352.842176648, face tracking ,off
1555352356.344893457, reeti turn to, 1
1555352356.845018566, rand_num=1
1555352356.920440868, show, u ,on, 0
1555352357.497894317, user pressed, u
1555352359.001740327, face tracking ,off
1555352362.504605512, reeti turn to, 1
1555352363.004735519, rand_num=3
1555352363.069605971, show, u ,on, 1
1555352363.846570563, user pressed, u
1555352365.350260754, face tracking ,off
1555352368.858454128, reeti turn to, 1
1555352369.358582247, rand_num=4
1555352369.420833414, show, v ,on, 1
1555352369.976183624, user pressed, v
1555352371.480670093, face tracking ,off
1555352374.984253687, reeti turn to, 0
1555352375.484420029, rand_num=3
1555352375.568445914, show, u ,on, 1
1555352376.148360943, user pressed, u
1555352377.657101565, face tracking ,off
1555352381.160522622, reeti turn to, 1
1555352381.660657618, rand_num=2
1555352381.719646197, show, v ,on, 0
1555352382.244029100, user pressed, v
1555352383.746605493, face tracking ,off
1555352387.249640102, reeti turn to, 1
1555352387.749777514, rand_num=1
1555352387.818907635, show, u ,on, 0
1555352388.337995836, user pressed, u
1555352389.840741658, face tracking ,off
1555352393.343924763, reeti turn to, 1
1555352393.844049431, rand_num=4
1555352393.919708390, show, v ,on, 1
1555352395.349920926, user pressed, v
1555352396.857993383, face tracking ,off
1555352400.360966490, reeti turn to, 1
1555352400.861100608, rand_num=3
1555352400.919275907, show, u ,on, 1
1555352401.464599175, user pressed, u
