1552679598.902943411, Reeti takes a break
1552679673.297485334, exp1 ok mode
1552679673.800553857, face tracking ,on,
1552679677.303443086, reeti turn to, 0
1552679844.726960443, face tracking ,off
1552679848.230376165, reeti turn to, 1
1552679848.730506510, rand_num=3
1552679848.819275533, show, u ,on, 1
1552679849.339427194, user pressed, u
1552679877.775407226, exp1 d mode
1552679878.279418739, face tracking ,on,
1552679881.782761930, reeti turn to, 1
1552679882.282901297, rand_num=1
1552679882.369587709, show, u ,on, 0
1552679882.994929794, user pressed, u
1552679884.500280313, face tracking ,on,
1552679888.003766882, reeti turn to, 1
1552679888.503905404, rand_num=1
1552679888.570032481, show, u ,on, 0
1552679889.716384108, user pressed, u
1552679891.223060892, face tracking ,on,
1552679894.727559433, reeti turn to, 1
1552679895.227761055, rand_num=4
1552679895.320290998, show, v ,on, 1
1552679895.947538234, user pressed, v
1552679897.453524381, face tracking ,on,
1552679900.956470579, reeti turn to, 0
1552679901.456616057, rand_num=1
1552679901.521210832, show, u ,on, 0
1552679902.083646825, user pressed, u
1552679903.589715982, face tracking ,on,
1552679907.093169970, reeti turn to, 1
1552679907.593253240, rand_num=1
1552679907.670993605, show, u ,on, 0
1552679908.358538562, user pressed, u
1552679909.864196862, face tracking ,on,
1552679913.367247281, reeti turn to, 1
1552679913.867348535, rand_num=1
1552679913.919318438, show, u ,on, 0
1552679914.451079351, user pressed, u
1552679915.956857140, face tracking ,on,
1552679919.459807752, reeti turn to, 0
1552679919.959921615, rand_num=4
1552679920.020132106, show, v ,on, 1
1552679920.625514701, user pressed, v
1552679922.132911062, face tracking ,on,
1552679925.636242499, reeti turn to, 0
1552679926.136365967, rand_num=1
1552679926.219629443, show, u ,on, 0
1552679926.699279351, user pressed, u
1552679928.204948877, face tracking ,on,
1552679931.707913794, reeti turn to, 0
1552679932.208061769, rand_num=1
1552679932.270952864, show, u ,on, 0
1552679932.995267553, user pressed, u
1552679934.501314873, face tracking ,on,
1552679938.004387778, reeti turn to, 0
1552679938.504511999, rand_num=2
1552679938.570718652, show, v ,on, 0
1552679939.456071706, user pressed, v
1552679968.127161126, exp1 d mode
1552679968.630655364, face tracking ,on,
1552679972.133972456, reeti turn to, 0
1552679972.634107731, rand_num=1
1552679972.720048399, show, u ,on, 0
1552679973.467425185, user pressed, u
1552679974.979658343, face tracking ,on,
1552679978.483283911, reeti turn to, 1
1552679978.983436121, rand_num=1
1552679979.070816715, show, u ,on, 0
1552679979.685913600, user pressed, u
1552679981.191684216, face tracking ,on,
1552679984.694812755, reeti turn to, 1
1552679985.194931531, rand_num=1
1552679985.270873097, show, u ,on, 0
1552679985.775115115, user pressed, u
1552679987.282697092, face tracking ,on,
1552679990.785791395, reeti turn to, 0
1552679991.285935210, rand_num=3
1552679991.371567096, show, u ,on, 1
1552679991.878908276, user pressed, u
1552679993.385924555, face tracking ,on,
1552679996.889010173, reeti turn to, 1
1552679997.389129222, rand_num=1
1552679997.470270649, show, u ,on, 0
1552679998.073602587, user pressed, u
1552679999.581628189, face tracking ,on,
1552680003.084855116, reeti turn to, 1
1552680003.584996794, rand_num=1
1552680003.669495518, show, u ,on, 0
1552680004.110306104, user pressed, u
1552680005.616095865, face tracking ,on,
1552680009.120112427, reeti turn to, 0
1552680009.620254887, rand_num=3
1552680009.721585330, show, u ,on, 1
1552680010.100624110, user pressed, u
1552680011.605900606, face tracking ,on,
1552680015.108786100, reeti turn to, 1
1552680015.608909039, rand_num=3
1552680015.671119773, show, u ,on, 1
1552680016.190261860, user pressed, u
1552680017.695700365, face tracking ,on,
1552680021.198592616, reeti turn to, 1
1552680021.698717854, rand_num=3
1552680021.770386218, show, u ,on, 1
1552680022.266900588, user pressed, u
1552680023.773413720, face tracking ,on,
1552680027.279316666, reeti turn to, 1
1552680027.779451516, rand_num=1
1552680027.870173749, show, u ,on, 0
1552680028.321924144, user pressed, u
1552680045.731450215, exp1 f mode
1552680046.231579986, face tracking ,off
1552680049.734693699, reeti turn to, 0
1552680050.234838883, rand_num=4
1552680050.321128611, show, v ,on, 1
1552680051.047764950, user pressed, v
1552680052.551096686, face tracking ,off
1552680056.054309275, reeti turn to, 1
1552680056.554383623, rand_num=3
1552680056.620397080, show, u ,on, 1
1552680057.241483878, user pressed, u
1552680058.744565120, face tracking ,off
1552680062.247224258, reeti turn to, 1
1552680062.747350468, rand_num=1
1552680062.820783716, show, u ,on, 0
1552680063.352036421, user pressed, u
1552680064.855082152, face tracking ,off
1552680068.358343068, reeti turn to, 1
1552680068.858475715, rand_num=3
1552680068.919619321, show, u ,on, 1
1552680069.432374240, user pressed, u
1552680070.935655392, face tracking ,off
1552680074.439284767, reeti turn to, 0
1552680074.939446895, rand_num=4
1552680075.021595903, show, v ,on, 1
1552680075.608845097, user pressed, v
1552680077.111881826, face tracking ,off
1552680080.614746532, reeti turn to, 0
1552680081.114882307, rand_num=1
1552680081.170347043, show, u ,on, 0
1552680081.741377254, user pressed, u
1552680083.244212317, face tracking ,off
1552680086.747041856, reeti turn to, 1
1552680087.247163747, rand_num=1
1552680087.319812069, show, u ,on, 0
1552680087.890462279, user pressed, u
1552680089.393067310, face tracking ,off
1552680092.896269735, reeti turn to, 0
1552680093.396394780, rand_num=3
1552680093.471253419, show, u ,on, 1
1552680094.068740283, user pressed, u
1552680095.572072135, face tracking ,off
1552680099.075576091, reeti turn to, 0
1552680099.575760192, rand_num=3
1552680099.669932966, show, u ,on, 1
1552680100.065254737, user pressed, u
1552680101.568234052, face tracking ,off
1552680105.072089157, reeti turn to, 0
1552680105.572394640, rand_num=1
1552680105.670214721, show, u ,on, 0
1552680106.183955415, user pressed, u
