1555690295.126428759, Reeti standby
1555690323.563103450, exp1 ok mode
1555690324.067055776, face tracking ,on,
1555690327.570466566, reeti turn to, 1
1555690444.854935052, show, v ,on, 0
1555690445.580074899, user pressed, v
1555690447.083001166, face tracking ,off
1555690450.587352734, reeti turn to, 0
1555690451.087477611, rand_num=1
1555690451.153671295, show, u ,on, 0
1555690451.832517616, user pressed, u
1555690453.335960113, face tracking ,off
1555690456.839689685, reeti turn to, 0
1555690457.339832534, rand_num=4
1555690457.403191146, show, v ,on, 1
1555690457.990855809, user pressed, v
1555690459.494138594, face tracking ,off
1555690462.997048345, reeti turn to, 1
1555690463.497173924, rand_num=2
1555690463.555211553, show, v ,on, 0
1555690464.211726006, user pressed, v
1555690465.714919203, face tracking ,off
1555690469.218953798, reeti turn to, 0
1555690469.719108367, rand_num=3
1555690469.803328454, show, u ,on, 1
1555690470.699855572, user pressed, u
1555690472.202930156, face tracking ,off
1555690475.706680998, reeti turn to, 1
1555690476.206859830, rand_num=3
1555690476.302779767, show, u ,on, 1
1555690476.946666216, user pressed, u
1555690478.450130710, face tracking ,off
1555690481.953623267, reeti turn to, 0
1555690482.453800265, rand_num=3
1555690482.553467150, show, u ,on, 1
1555690483.104702718, user pressed, u
1555690484.609032465, face tracking ,off
1555690488.113761194, reeti turn to, 1
1555690488.613906637, rand_num=4
1555690488.703836289, show, v ,on, 1
1555690489.522015669, user pressed, v
1555690491.025025902, face tracking ,off
1555690494.528129983, reeti turn to, 0
1555690495.028260530, rand_num=4
1555690495.103146109, show, v ,on, 1
1555690495.717475777, user pressed, v
1555690520.126858270, exp1 d mode
1555690520.629604614, face tracking ,on,
1555690524.132348418, reeti turn to, 1
1555690524.632474860, rand_num=1
1555690524.704050508, show, u ,on, 0
1555690525.787743359, user pressed, u
1555690527.294149866, face tracking ,on,
1555690530.796849342, reeti turn to, 1
1555690531.296963922, rand_num=1
1555690531.354039176, show, u ,on, 0
1555690531.864567084, user pressed, u
1555690533.370854669, face tracking ,on,
1555690536.874187520, reeti turn to, 0
1555690537.374310204, rand_num=1
1555690537.453550916, show, u ,on, 0
1555690537.940689668, user pressed, u
1555690539.447065607, face tracking ,on,
1555690542.949667914, reeti turn to, 1
1555690543.449811002, rand_num=4
1555690543.504042371, show, v ,on, 1
1555690544.085775559, user pressed, v
1555690545.593742347, face tracking ,on,
1555690549.096706223, reeti turn to, 1
1555690549.596829564, rand_num=3
1555690549.653769704, show, u ,on, 1
1555690550.296938133, user pressed, u
1555690551.803179378, face tracking ,on,
1555690555.306668619, reeti turn to, 0
1555690555.806865184, rand_num=3
1555690555.903754381, show, u ,on, 1
1555690556.428606356, user pressed, u
1555690557.934346294, face tracking ,on,
1555690561.436992057, reeti turn to, 0
1555690561.937127300, rand_num=2
1555690562.004564798, show, v ,on, 0
1555690562.507668593, user pressed, v
1555690564.015241928, face tracking ,on,
1555690567.518831010, reeti turn to, 1
1555690568.019003450, rand_num=2
1555690568.103318786, show, v ,on, 0
1555690568.604412405, user pressed, v
1555690570.113442436, face tracking ,on,
1555690573.616738557, reeti turn to, 0
1555690574.116903641, rand_num=2
1555690574.204179858, show, v ,on, 0
1555690574.680367594, user pressed, v
1555690576.186690025, face tracking ,on,
1555690579.689707481, reeti turn to, 1
1555690580.189846853, rand_num=3
1555690580.254533831, show, u ,on, 1
1555690580.785306414, user pressed, u
1555690604.175850176, exp1 d mode
1555690604.679592560, face tracking ,on,
1555690608.182370605, reeti turn to, 1
1555690608.682491733, rand_num=2
1555690608.753041026, show, v ,on, 0
1555690609.389156076, user pressed, v
1555690610.894343119, face tracking ,on,
1555690614.397417943, reeti turn to, 0
1555690614.897554646, rand_num=3
1555690614.953121966, show, u ,on, 1
1555690615.422024488, user pressed, u
1555690616.928064600, face tracking ,on,
1555690620.430749417, reeti turn to, 1
1555690620.930899772, rand_num=4
1555690621.003684810, show, v ,on, 1
1555690621.585762456, user pressed, v
1555690623.090993572, face tracking ,on,
1555690626.593873517, reeti turn to, 1
1555690627.093999930, rand_num=4
1555690627.154706565, show, v ,on, 1
1555690627.734543860, user pressed, v
1555690629.240348673, face tracking ,on,
1555690632.744037890, reeti turn to, 1
1555690633.244165399, rand_num=4
1555690633.305051947, show, v ,on, 1
1555690633.811247889, user pressed, v
1555690635.318651074, face tracking ,on,
1555690638.821692959, reeti turn to, 1
1555690639.321870829, rand_num=3
1555690639.403414146, show, u ,on, 1
1555690639.909528418, user pressed, u
1555690641.417270283, face tracking ,on,
1555690644.920798439, reeti turn to, 1
1555690645.420954232, rand_num=4
1555690645.504425467, show, v ,on, 1
1555690645.939713653, user pressed, v
1555690647.446642024, face tracking ,on,
1555690650.949768340, reeti turn to, 1
1555690651.449914787, rand_num=4
1555690651.503643627, show, v ,on, 1
1555690652.058425480, user pressed, v
1555690653.566072637, face tracking ,on,
1555690657.068774026, reeti turn to, 1
1555690657.568871774, rand_num=4
1555690657.653222167, show, v ,on, 1
1555690658.089991836, user pressed, v
1555690659.596039791, face tracking ,on,
1555690663.099479064, reeti turn to, 0
1555690663.599607512, rand_num=1
1555690663.654376319, show, u ,on, 0
1555690664.066860137, user pressed, u
1555690685.481303689, exp1 f mode
1555690685.981421474, face tracking ,off
1555690689.484600509, reeti turn to, 0
1555690689.984727055, rand_num=4
1555690690.054083279, show, v ,on, 1
1555690690.607576555, user pressed, v
1555690692.111871888, face tracking ,off
1555690695.615930001, reeti turn to, 0
1555690696.116256504, rand_num=3
1555690696.204639438, show, u ,on, 1
1555690696.871599310, user pressed, u
1555690698.374326687, face tracking ,off
1555690701.877295843, reeti turn to, 1
1555690702.377424881, rand_num=3
1555690702.452698772, show, u ,on, 1
1555690703.010579021, user pressed, u
1555690704.514022807, face tracking ,off
1555690708.017294910, reeti turn to, 0
1555690708.517471768, rand_num=1
1555690708.603371303, show, u ,on, 0
1555690709.130136267, user pressed, u
1555690710.632933352, face tracking ,off
1555690714.135608393, reeti turn to, 1
1555690714.635749591, rand_num=2
1555690714.704012149, show, v ,on, 0
1555690715.253119898, user pressed, v
1555690716.756420597, face tracking ,off
1555690720.261173733, reeti turn to, 0
1555690720.761335064, rand_num=2
1555690720.853286228, show, v ,on, 0
1555690721.442141221, user pressed, v
1555690722.945071900, face tracking ,off
1555690726.448955711, reeti turn to, 0
1555690726.949087907, rand_num=2
1555690727.004220199, show, v ,on, 0
1555690727.507709360, user pressed, v
1555690729.012257481, face tracking ,off
1555690732.515776224, reeti turn to, 1
1555690733.015907895, rand_num=3
1555690733.103955510, show, u ,on, 1
1555690733.671128682, user pressed, u
1555690735.173910914, face tracking ,off
1555690738.676507759, reeti turn to, 0
1555690739.176590955, rand_num=4
1555690739.254009977, show, v ,on, 1
1555690739.799176136, user pressed, v
1555690741.303384153, face tracking ,off
1555690744.806735828, reeti turn to, 1
1555690745.306999912, rand_num=3
1555690745.404620960, show, u ,on, 1
1555690745.925619514, user pressed, v
1555690805.464503614, Reeti standby
1555690806.270211516, Reeti standby
1555690820.765167910, Reeti takes a break

