1555686064.216681388, user pressed, u
1555686823.510259343, show, u ,on, 1
1555686824.933394043, user pressed, u
1555686826.439643695, face tracking ,on,
1555686829.942899059, reeti turn to, 0
1555686830.443019277, rand_num=3
1555686830.510661709, show, u ,on, 1
1555686831.554168651, user pressed, u
1555686833.065824751, face tracking ,on,
1555686836.569673866, reeti turn to, 1
1555686837.069842056, rand_num=4
1555686837.160599818, show, v ,on, 1
1555686838.030214842, user pressed, v
1555686839.535583901, face tracking ,on,
1555686843.038495129, reeti turn to, 1
1555686843.538621941, rand_num=4
1555686843.610763222, show, v ,on, 1
1555686844.731559441, user pressed, v
1555686846.236772548, face tracking ,on,
1555686849.740088706, reeti turn to, 0
1555686850.240212791, rand_num=4
1555686850.312012040, show, v ,on, 1
1555686851.211993716, user pressed, v
1555687298.553739742, exp1 d mode
1555687299.061350548, face tracking ,on,
1555687302.565333224, reeti turn to, 0
1555687303.065609300, rand_num=3
1555687303.159159115, show, u ,on, 1
1555687304.296748759, user pressed, u
1555687305.802334408, face tracking ,on,
1555687309.305379863, reeti turn to, 1
1555687309.805464731, rand_num=3
1555687309.859884391, show, u ,on, 1
1555687310.663804324, user pressed, u
1555687312.171868989, face tracking ,on,
1555687315.674631283, reeti turn to, 0
1555687316.174767064, rand_num=4
1555687316.259587546, show, v ,on, 1
1555687317.114710660, user pressed, v
1555687318.627242064, face tracking ,on,
1555687322.130166280, reeti turn to, 0
1555687322.630429880, rand_num=4
1555687322.711259143, show, v ,on, 1
1555687323.586551393, user pressed, v
1555687325.096447208, face tracking ,on,
1555687328.599291896, reeti turn to, 0
1555687329.099432272, rand_num=4
1555687329.159413071, show, v ,on, 1
1555687330.400870440, user pressed, v
1555687331.906784973, face tracking ,on,
1555687335.410480423, reeti turn to, 1
1555687335.910653454, rand_num=2
1555687336.010092148, show, v ,on, 0
1555687336.881232477, user pressed, v
1555687338.392988826, face tracking ,on,
1555687341.895875090, reeti turn to, 0
1555687342.395989987, rand_num=1
1555687342.460034105, show, u ,on, 0
1555687343.294163412, user pressed, u
1555687344.800174490, face tracking ,on,
1555687348.303339184, reeti turn to, 0
1555687348.803456090, rand_num=3
1555687348.860680059, show, u ,on, 1
1555687349.750639304, user pressed, u
1555687351.263548216, face tracking ,on,
1555687354.767964405, reeti turn to, 1
1555687355.268185878, rand_num=1
1555687355.359819449, show, u ,on, 0
1555687356.001869632, user pressed, u
1555687357.507905853, face tracking ,on,
1555687361.010729616, reeti turn to, 0
1555687361.510887161, rand_num=1
1555687361.610185161, show, u ,on, 0
1555687362.281443815, user pressed, u
1555687399.728381524, exp1 f mode
1555687400.228532534, face tracking ,off
1555687403.732161864, reeti turn to, 0
1555687404.232284389, rand_num=2
1555687404.310272789, show, v ,on, 0
1555687405.453241656, user pressed, v
1555687406.960338635, face tracking ,off
1555687410.463758280, reeti turn to, 1
1555687410.964008738, rand_num=4
1555687411.060463776, show, v ,on, 1
1555687412.261199924, user pressed, v
1555687413.765099757, face tracking ,off
1555687417.268674303, reeti turn to, 0
1555687417.768830619, rand_num=2
1555687417.860605518, show, v ,on, 0
1555687418.639164215, user pressed, v
1555687420.141985020, face tracking ,off
1555687423.645558136, reeti turn to, 1
1555687424.145681632, rand_num=1
1555687424.210649336, show, u ,on, 0
1555687425.078321244, user pressed, u
1555687426.581460854, face tracking ,off
1555687430.085280512, reeti turn to, 1
1555687430.585438214, rand_num=1
1555687430.660105197, show, u ,on, 0
1555687431.511573589, user pressed, u
1555687433.015967342, face tracking ,off
1555687436.525509551, reeti turn to, 0
1555687437.025607219, rand_num=3
1555687437.110441870, show, u ,on, 1
1555687437.973358177, user pressed, u
1555687439.476695815, face tracking ,off
1555687442.980051632, reeti turn to, 0
1555687443.480176234, rand_num=1
1555687443.561338355, show, u ,on, 0
1555687444.333648708, user pressed, u
1555687445.836618003, face tracking ,off
1555687449.340635523, reeti turn to, 1
1555687449.840761060, rand_num=3
1555687449.910672759, show, u ,on, 1
1555687450.711125369, user pressed, u
1555687452.214243243, face tracking ,off
1555687455.719182275, reeti turn to, 1
1555687456.219443061, rand_num=3
1555687456.310168917, show, u ,on, 1
1555687457.041255747, user pressed, u
1555687458.544291468, face tracking ,off
1555687462.047327749, reeti turn to, 0
1555687462.547451985, rand_num=4
1555687462.610812972, show, v ,on, 1
1555687463.886259840, user pressed, v
1555687520.978330822, Reeti standby
